name,total_population,total_households,average_household_income,average_house_age,total_rooms,total_bedrooms,median_house_value,longitude,latitude,ocean_proximity
Los Angeles County,728,162,70493.83,32.5,1077,162,429400,-117.9579,34.0379,INLAND
Los Angeles County,2002,524,101564.89,28.7,3093,538,578200,-117.958,34.0521,INLAND
Los Angeles County,926,220,80704.55,34.9,1274,220,478000,-117.953,34.0485,INLAND
Los Angeles County,1583,322,81552.8,35.1,1846,332,529400,-117.9445,34.0434,INLAND
Los Angeles County,833,183,94877.05,34.8,1132,188,431100,-117.9455,34.0472,INLAND
Los Angeles County,1087,219,102842.47,33.3,1468,251,480000,-117.9382,34.045,INLAND
Los Angeles County,1350,310,86870.97,31.3,1742,321,459800,-117.9374,34.0406,INLAND
Los Angeles County,1453,279,105241.94,30.6,1795,290,491900,-117.9387,34.0486,INLAND
Los Angeles County,1396,312,58381.41,26.9,1546,312,419400,-117.9459,34.0391,INLAND
Los Angeles County,1632,457,85771.33,30.1,1657,457,470400,-117.9492,34.0384,INLAND
Los Angeles County,1275,273,71840.66,30.5,1504,304,425000,-117.9451,34.0355,INLAND
Los Angeles County,1295,317,64597.79,29,1603,317,489500,-117.9472,34.0324,INLAND
Los Angeles County,1066,252,86904.76,30.5,1495,263,449500,-117.9482,34.0287,INLAND
Los Angeles County,1469,347,103840.06,36.3,2092,351,485500,-117.9418,34.03,INLAND
Los Angeles County,621,162,84166.67,34,966,162,428600,-117.941,34.0336,INLAND
Los Angeles County,1455,443,47375.85,25.2,1669,506,433300,-117.9271,34.0146,INLAND
Los Angeles County,1125,286,84825.17,33,1723,316,407800,-117.9356,34.0139,INLAND
Los Angeles County,1471,346,71445.09,29.6,2001,370,440800,-117.9307,34.0117,INLAND
Los Angeles County,2047,477,119502.1,28.9,3065,477,380900,-117.9503,34.0251,INLAND
Los Angeles County,1556,479,93481.21,24.2,2822,519,463200,-117.9431,34.0215,INLAND
Los Angeles County,878,188,80718.09,31.4,1303,196,426100,-117.9407,34.0161,INLAND
Los Angeles County,2459,648,58742.28,35.2,3859,665,407300,-117.9443,34.0152,INLAND
Los Angeles County,1959,372,106908.6,31.1,2428,372,462600,-117.9221,34.0269,INLAND
Los Angeles County,1982,323,95147.06,34.6,2127,341,461100,-117.9237,34.0311,INLAND
Los Angeles County,1763,356,106938.2,35.3,2063,356,445400,-117.9179,34.0322,INLAND
Los Angeles County,1224,301,89709.3,34.8,1797,319,477900,-117.9313,34.0341,INLAND
Los Angeles County,2004,436,97064.22,32.8,2656,446,465400,-117.9311,34.0296,INLAND
Los Angeles County,1394,273,112152.01,35.8,1909,273,471500,-117.9314,34.0466,INLAND
Los Angeles County,1469,349,98159.03,25.1,1991,349,484300,-117.9309,34.0425,INLAND
Los Angeles County,1129,280,104535.71,34.7,1706,289,480800,-117.9303,34.0391,INLAND
Los Angeles County,1588,499,89644.29,26.1,3181,521,469200,-117.923,34.0402,INLAND
Los Angeles County,2105,478,89832.64,35.5,3126,531,544400,-117.9215,34.0467,INLAND
Los Angeles County,2310,700,97157.14,25.1,4264,724,534800,-117.9157,34.0449,INLAND
Los Angeles County,2521,804,91772.39,24.5,4135,846,390300,-117.9168,34.0375,INLAND
Los Angeles County,1725,471,139591.3,23.8,3870,501,990400,-117.8903,34.0494,INLAND
Los Angeles County,1901,540,118805.56,26.3,3779,572,651400,-117.9014,34.0492,INLAND
Los Angeles County,1751,592,104636.82,19,3291,592,469000,-117.9022,34.0439,INLAND
Los Angeles County,3240,968,84090.91,25.9,4944,1012,589000,-117.9039,34.035,INLAND
Los Angeles County,1212,340,101720.59,26.9,2117,361,517900,-117.9074,34.0251,INLAND
Los Angeles County,1989,531,124091.34,25.6,3481,531,583100,-117.9079,34.0224,INLAND
Los Angeles County,2746,820,103865.85,24.6,5105,826,532100,-117.8999,34.0222,INLAND
Los Angeles County,3905,1077,83683.84,25.3,6436,1099,590800,-117.8928,34.0161,INLAND
Los Angeles County,712,265,86216.98,24.7,1516,265,471900,-117.9049,34.0158,INLAND
Los Angeles County,1969,440,106261.36,28.6,2833,440,566700,-117.8745,34.0123,INLAND
Los Angeles County,1621,514,84542.8,27.2,3224,533,500600,-117.8776,34.0052,INLAND
Los Angeles County,1314,428,87757.01,23.7,1726,451,610500,-117.8847,34.0051,INLAND
Los Angeles County,1596,590,70135.59,20.7,2711,605,436200,-117.884,34.0132,INLAND
Los Angeles County,1224,349,98861.03,25.3,2080,364,450800,-117.884,34.0078,INLAND
Los Angeles County,1533,418,72332.54,21.2,2305,443,59200,-117.915,34.0236,INLAND
Los Angeles County,2157,451,77444.57,34.7,2511,475,424800,-117.9151,34.0189,INLAND
Los Angeles County,1330,317,82279.18,35.5,1931,342,430500,-117.9205,34.0146,INLAND
Los Angeles County,2079,368,89986.41,32.9,2197,380,390800,-117.9155,34.014,INLAND
Los Angeles County,2610,492,82947.15,33.2,3056,497,476600,-117.9125,34.0114,INLAND
Los Angeles County,2812,563,69826.82,28.3,3251,589,314400,-117.9032,34.01,INLAND
Los Angeles County,1161,241,87188.8,31.2,1391,248,443500,-117.8999,34.0072,INLAND
Los Angeles County,984,163,81334.36,32.3,1000,163,437200,-117.8948,34.013,INLAND
Los Angeles County,1790,387,89980.62,32,2284,424,390400,-117.8913,34.0108,INLAND
Los Angeles County,1852,402,87736.32,26.3,2122,420,434100,-117.8926,34.006,INLAND
Los Angeles County,2854,751,99896.8,23.6,4846,751,680400,-117.8752,33.991,INLAND
Los Angeles County,3806,1019,76062.32,27.6,4558,1019,520100,-117.9015,33.9912,INLAND
Los Angeles County,684,196,79566.33,30.9,1128,196,578500,-117.9086,33.9911,INLAND
Los Angeles County,679,190,66815.79,35.2,985,190,495200,-118.0064,34.0511,INLAND
Los Angeles County,2814,664,78960.84,30.5,3464,735,421800,-117.9955,34.0457,INLAND
Los Angeles County,1968,464,87456.9,30.3,2700,484,521600,-117.9918,34.0424,INLAND
Los Angeles County,858,198,81414.14,32.6,1060,209,576900,-117.9873,34.0358,INLAND
Los Angeles County,3528,1010,91698.02,29.7,6497,1081,520900,-118.0231,34.0369,INLAND
Los Angeles County,3096,873,102322.45,29.2,5272,873,578900,-118.0084,34.0329,INLAND
Los Angeles County,1668,397,103570.53,29,2502,410,614200,-117.9971,34.0337,INLAND
Los Angeles County,2602,794,91977.33,31.4,4081,794,532700,-117.9789,34.0174,INLAND
Los Angeles County,1993,502,85199.2,34.8,3131,502,510100,-117.9845,34.0216,INLAND
Los Angeles County,1295,422,102026.07,31.2,2977,446,611100,-117.9847,34.014,INLAND
Los Angeles County,1893,556,136501.8,31.2,4706,585,850000,-117.9931,33.9998,<1H OCEAN
Los Angeles County,3481,984,91600.61,26,5773,984,155600,-118.0085,34.0156,<1H OCEAN
Los Angeles County,1637,470,126212.77,29.7,3666,517,738900,-117.9816,33.9917,<1H OCEAN
Los Angeles County,606,217,113859.45,30.2,1613,238,657200,-117.9762,33.9844,<1H OCEAN
Los Angeles County,1849,608,113305.92,25.2,4576,632,775800,-117.9883,33.9872,<1H OCEAN
Los Angeles County,2534,638,129937.3,27.6,4733,638,695200,-117.9832,33.9844,<1H OCEAN
Los Angeles County,2069,425,104147.06,30.7,3271,458,506600,-117.9696,34.0045,INLAND
Los Angeles County,2048,747,104514.73,25.7,4171,792,591300,-117.9739,33.9948,<1H OCEAN
Los Angeles County,1439,314,81990.45,33.2,1726,324,516000,-117.9702,33.9999,<1H OCEAN
Los Angeles County,1160,354,119081.92,27,2698,371,771200,-117.9814,34.0037,INLAND
Los Angeles County,1366,376,105199.47,29,2770,388,708300,-117.9802,33.9985,<1H OCEAN
Los Angeles County,3224,998,83627.25,27.1,6328,1068,603200,-117.9365,33.9952,INLAND
Los Angeles County,1960,614,110806.19,25.1,3755,634,575000,-117.9484,33.9936,INLAND
Los Angeles County,1269,436,106169.72,29.8,3188,480,674100,-117.9536,33.9918,INLAND
Los Angeles County,1268,397,110925.69,30.2,3048,423,630000,-117.9646,33.9839,<1H OCEAN
Los Angeles County,1135,330,104848.48,29,2331,330,634800,-117.9603,33.9913,<1H OCEAN
Los Angeles County,1438,508,100688.98,28.4,2986,548,733700,-117.9675,33.9882,<1H OCEAN
Los Angeles County,1611,553,68349.91,23.5,3001,629,720800,-117.911,33.9867,INLAND
Los Angeles County,916,384,87096.35,21.6,1877,422,716500,-117.9167,33.9882,INLAND
Los Angeles County,1454,418,110275.12,21.4,3786,535,755800,-117.9222,33.9837,INLAND
Los Angeles County,1902,630,106936.51,23.9,4463,659,743600,-117.9259,33.9773,INLAND
Los Angeles County,962,269,114061.34,28.7,1692,269,675600,-117.9145,33.9779,INLAND
Los Angeles County,1416,475,106373.68,25.9,3717,507,795800,-117.9478,33.9821,INLAND
Los Angeles County,1669,523,112519.12,23.2,3172,523,671300,-117.9373,33.986,INLAND
Los Angeles County,2273,866,57113.16,22.3,3528,913,358400,-117.9356,33.9895,INLAND
Los Angeles County,1179,386,104365.28,27.9,3026,488,693900,-117.9646,33.9784,<1H OCEAN
Los Angeles County,1660,482,123070.54,25.8,3198,503,682600,-117.9573,33.9792,<1H OCEAN
Los Angeles County,1642,530,86877.36,33.3,2889,552,550800,-117.9638,34.0004,INLAND
Los Angeles County,863,274,81514.6,31.7,1663,274,468500,-117.9538,34.0009,INLAND
Los Angeles County,2579,675,106492.59,32.3,4274,688,559700,-117.9561,33.9973,INLAND
Los Angeles County,2194,643,142367.81,18,4994,660,981100,-117.907,33.953,INLAND
Los Angeles County,2483,804,112307.21,17.3,5634,810,909500,-117.8857,33.9704,INLAND
Los Angeles County,1448,413,138420.1,20.1,3148,422,1071300,-117.8633,33.9686,INLAND
Los Angeles County,1960,607,67516.47,26.4,2863,607,613100,-117.8868,33.9805,INLAND
Los Angeles County,2216,753,78675.3,29.1,4034,753,588200,-117.8817,33.9814,INLAND
Los Angeles County,1752,516,75251.94,24.5,3380,527,586500,-117.8757,33.9815,INLAND
Los Angeles County,2133,819,117365.69,22.8,5954,871,737300,-117.8612,33.9834,INLAND
Los Angeles County,1496,427,113307.96,22,3508,491,849300,-117.8705,33.9763,INLAND
Los Angeles County,2981,895,123203.91,22.1,5893,895,839100,-117.8503,33.9901,INLAND
Los Angeles County,1867,528,99308.71,27.4,3623,595,611900,-117.9077,33.9711,INLAND
Los Angeles County,2603,703,109178.52,26.5,3979,736,618600,-117.9009,33.9696,INLAND
Los Angeles County,990,275,86827.27,29,1595,283,545200,-117.9057,33.9795,INLAND
Los Angeles County,2888,1089,61627.64,29,5054,1096,573200,-117.8974,33.9798,INLAND
Los Angeles County,2571,562,103407.47,30.4,3531,602,556400,-117.8913,33.9808,INLAND
Los Angeles County,1090,258,68701.55,36.3,1313,272,383600,-117.7505,34.0625,INLAND
Los Angeles County,2138,681,57991.92,20.9,2625,792,427900,-117.7515,34.0555,INLAND
Los Angeles County,1804,732,96250,29.3,4324,750,595400,-117.776,34.1097,INLAND
Los Angeles County,1636,789,71276.93,25.4,4207,812,176600,-117.7828,34.1121,INLAND
Los Angeles County,2581,937,86037.89,25.9,5690,1032,639900,-117.7893,34.1137,INLAND
Los Angeles County,1416,381,77604.99,33.2,1656,381,236100,-117.7782,34.0579,INLAND
Los Angeles County,1603,265,92424.53,35.4,1849,265,377800,-117.7864,34.053,INLAND
Los Angeles County,2189,739,74177.94,34.7,4218,827,376500,-117.7814,34.0494,INLAND
Los Angeles County,2342,706,66621.81,21.5,2949,773,459100,-117.806,34.0461,INLAND
Los Angeles County,826,195,108474.36,34.3,1093,195,353300,-117.9607,34.0086,INLAND
Los Angeles County,1576,334,99610.78,34.2,2262,352,492500,-117.9527,34.0055,INLAND
Los Angeles County,1591,376,77513.3,32.5,2122,376,457100,-117.964,34.011,INLAND
Los Angeles County,1410,476,60808.82,26.6,2819,500,490100,-117.9728,34.012,INLAND
Los Angeles County,1450,325,132669.23,32.7,2003,325,622800,-117.9396,34.1456,INLAND
Los Angeles County,3079,1057,114335.38,25.2,7074,1057,690600,-117.9431,34.1591,INLAND
Los Angeles County,654,223,126625.56,32.9,1371,223,650800,-117.9397,34.1479,INLAND
Los Angeles County,888,293,109343,24.7,1768,370,454500,-117.9648,34.1349,INLAND
Los Angeles County,842,303,75701.32,33.6,1580,323,420100,-117.964,34.1421,INLAND
Los Angeles County,1246,437,65417.62,33.2,2227,437,445700,-117.9508,34.138,INLAND
Los Angeles County,2437,843,112784.7,26.2,5349,920,530700,-117.947,34.1414,INLAND
Los Angeles County,2168,1030,53393.2,27.8,4546,1030,371100,-117.9729,34.1424,INLAND
Los Angeles County,1882,548,74434.31,28.9,2516,548,512500,-117.9726,34.136,INLAND
Los Angeles County,1082,269,75399.63,29.5,1447,288,412100,-117.9812,34.139,INLAND
Los Angeles County,1182,408,57022.06,31.7,1927,458,444500,-117.9772,34.1285,INLAND
Los Angeles County,1850,382,104960.73,37.2,2073,382,434800,-117.9835,34.1304,INLAND
Los Angeles County,1736,448,82935.27,36.2,2469,448,438000,-117.9872,34.1257,INLAND
Los Angeles County,1045,423,128894.8,23.9,3596,543,1625000,-117.975,34.1508,INLAND
Los Angeles County,759,269,149804.83,36.3,2002,269,1012500,-118.0056,34.1599,INLAND
Los Angeles County,1311,480,122864.58,33.9,3697,547,947800,-118.0047,34.1665,INLAND
Los Angeles County,2595,882,133922.9,32.5,5487,927,828500,-117.9873,34.1643,INLAND
Los Angeles County,1257,509,97401.77,35.3,3303,509,763500,-118.0186,34.1532,INLAND
Los Angeles County,1269,523,114631.93,33.1,4076,690,723700,-117.9945,34.1563,INLAND
Los Angeles County,854,360,87305.56,39,1910,360,744500,-118.002,34.1572,INLAND
Los Angeles County,841,382,126544.5,36.3,2220,446,748300,-118.0011,34.1545,INLAND
Los Angeles County,1060,371,108173.85,36.9,2154,385,740400,-118.0095,34.1541,INLAND
Los Angeles County,1592,495,145186.87,27.3,4140,562,1576300,-118.0238,34.1631,INLAND
Los Angeles County,870,216,163680.56,33.5,1576,216,1222500,-118.0288,34.1641,INLAND
Los Angeles County,1006,388,125115.98,32.9,2410,412,1519100,-118.029,34.1537,INLAND
Los Angeles County,1175,348,116451.15,26.6,2505,379,879600,-118.0248,34.1495,INLAND
Los Angeles County,840,378,140291.01,34,3801,501,1003400,-118.0591,34.1721,INLAND
Los Angeles County,1649,529,151337.43,37.7,3454,547,1143700,-118.0542,34.1692,INLAND
Los Angeles County,688,339,102632.74,37.2,1902,371,699700,-118.0451,34.1708,INLAND
Los Angeles County,1109,461,145200.65,32.5,3393,537,1096200,-118.0415,34.1706,INLAND
Los Angeles County,763,269,125381.04,36.3,1620,269,1026500,-118.0423,34.162,INLAND
Los Angeles County,2081,780,118532.05,30.9,4912,825,1034600,-118.0499,34.1598,INLAND
Los Angeles County,1393,770,91428.57,31.8,4598,1004,890000,-118.0505,34.1652,INLAND
Los Angeles County,539,211,121931.28,38.4,1028,211,1087700,-118.0577,34.1643,INLAND
Los Angeles County,796,375,106620,35.4,2057,389,1011600,-118.0612,34.1602,INLAND
Los Angeles County,971,567,76741.62,33.5,3032,608,876400,-118.0647,34.1629,INLAND
Los Angeles County,338,109,147224.77,26.1,1057,109,2000001,-118.0624,34.1545,INLAND
Los Angeles County,2338,716,152283.52,32.1,6369,836,2000001,-118.0489,34.1521,INLAND
Los Angeles County,2072,585,129474.36,34.4,4726,636,1160400,-118.0356,34.1572,INLAND
Los Angeles County,1082,377,99263.93,35.7,3116,409,2000001,-118.0563,34.1444,INLAND
Los Angeles County,2456,866,85629.33,33,4558,923,1098000,-118.0627,34.1336,INLAND
Los Angeles County,998,297,140698.65,36.3,1984,297,1442300,-118.064,34.1373,INLAND
Los Angeles County,1135,359,126831.48,36.2,2786,365,1312500,-118.0633,34.1438,INLAND
Los Angeles County,893,359,95926.18,22.9,2081,392,2000001,-118.0442,34.1373,INLAND
Los Angeles County,1876,655,88324.43,25.8,3246,683,680600,-118.0438,34.1302,INLAND
Los Angeles County,976,327,96980.12,35.1,1670,327,929300,-118.0412,34.1478,INLAND
Los Angeles County,2039,727,88270.29,25.8,4083,873,627500,-118.0658,34.1301,INLAND
Los Angeles County,2802,1018,85363.46,26.3,4901,1075,650000,-118.0555,34.1308,INLAND
Los Angeles County,2288,847,83474.03,26,3999,969,663000,-118.0654,34.1257,INLAND
Los Angeles County,2277,967,84118.41,28,4732,1208,566700,-118.0559,34.1272,INLAND
Los Angeles County,870,342,145336.26,36.2,2120,410,869400,-118.0261,34.1423,INLAND
Los Angeles County,2242,750,103740,22.8,3875,750,782400,-118.0265,34.1336,INLAND
Los Angeles County,1864,569,78194.2,30.9,2292,569,745800,-118.0289,34.1381,INLAND
Los Angeles County,1715,579,100021.59,22.6,3518,671,762600,-118.0288,34.1346,INLAND
Los Angeles County,1231,348,95617.82,27,2237,348,1284100,-118.0114,34.1258,INLAND
Los Angeles County,996,261,125795.02,33.3,1965,294,1239300,-118.0184,34.1273,INLAND
Los Angeles County,987,366,117472.68,26.7,2427,366,1399200,-118.0226,34.1278,INLAND
Los Angeles County,1132,372,116935.48,30.1,2411,372,1186400,-118.0291,34.1262,INLAND
Los Angeles County,822,312,84615.38,31.2,2402,344,1108400,-118.0259,34.1203,INLAND
Los Angeles County,1434,460,123119.57,32.9,3424,504,1181800,-118.0282,34.1155,INLAND
Los Angeles County,1271,449,92700.45,31.2,2769,482,1263900,-118.0199,34.1122,INLAND
Los Angeles County,1110,386,116398.96,24.6,2982,395,1242800,-118.0146,34.1182,INLAND
Los Angeles County,756,224,82566.96,28.2,1690,224,1084300,-118.0225,34.1175,INLAND
Los Angeles County,1635,537,91028.86,27.1,2664,560,647600,-118.0077,34.1408,INLAND
Los Angeles County,835,323,85518.58,38.9,1643,323,692400,-118.0126,34.1416,INLAND
Los Angeles County,1907,660,68174.24,26.6,2759,683,549100,-118.018,34.1433,INLAND
Los Angeles County,2813,1094,89606.95,26.2,5761,1139,665400,-118.0178,34.1353,INLAND
Los Angeles County,1005,307,110757.33,20.8,1548,317,666700,-118.0119,34.135,INLAND
Los Angeles County,907,307,96425.08,23.4,1704,352,365300,-118.0076,34.1347,INLAND
Los Angeles County,1453,727,50588.03,26.1,3176,727,493000,-117.9823,34.1429,INLAND
Los Angeles County,1374,479,101038.62,35,3487,555,730500,-117.9854,34.1483,INLAND
Los Angeles County,1357,364,67884.62,38.6,2035,450,752700,-118.008,34.1491,INLAND
Los Angeles County,3350,1110,90626.13,32.8,5703,1147,634800,-118.0155,34.1488,INLAND
Los Angeles County,1642,530,95877.36,37.3,2849,530,646100,-117.9939,34.1486,INLAND
Los Angeles County,1802,655,70034.35,26.5,3426,769,550300,-118.0012,34.1477,INLAND
Los Angeles County,2462,642,90537.38,31.9,3619,676,599200,-117.9911,34.1384,INLAND
Los Angeles County,2426,642,85077.88,32.5,3725,642,493900,-117.9985,34.1308,INLAND
Los Angeles County,1283,591,72652.28,24.8,2529,591,807000,-118.0008,34.1406,INLAND
Los Angeles County,821,361,110173.13,35.8,1730,385,509100,-118.0028,34.1331,INLAND
Los Angeles County,1781,365,78006.85,32.4,2010,381,419700,-117.9917,34.1285,INLAND
Los Angeles County,2014,371,101731.81,33.4,2161,413,531500,-117.9934,34.1231,INLAND
Los Angeles County,748,133,100432.33,37.8,818,148,438500,-117.9958,34.1196,INLAND
Los Angeles County,1808,599,77616.86,34.6,3287,623,572400,-118.0003,34.1205,INLAND
Los Angeles County,955,275,124481.82,37.6,1557,275,598400,-118.0058,34.1264,INLAND
Los Angeles County,824,243,109187.24,37.3,1594,279,646200,-118.0073,34.1211,INLAND
Los Angeles County,921,308,90016.23,30.3,1671,351,817300,-118.0074,34.1282,INLAND
Los Angeles County,1327,356,90435.39,31.4,1988,387,605700,-118.0101,34.1078,INLAND
Los Angeles County,998,303,106311.88,33.5,1925,328,661900,-118.0146,34.1144,INLAND
Los Angeles County,972,319,98221,25.8,1634,319,702700,-118.0068,34.1131,INLAND
Los Angeles County,801,373,88183.65,28,2525,373,831100,-118.008,34.1166,INLAND
Los Angeles County,849,431,55191.42,26,2295,464,105800,-118.0318,34.0948,INLAND
Los Angeles County,1629,554,76796.03,30.9,2829,565,622300,-118.0328,34.1001,INLAND
Los Angeles County,1568,521,83162.19,27.8,2498,532,601700,-118.0342,34.1043,INLAND
Los Angeles County,911,318,97955.97,32.7,2127,318,816200,-118.0281,34.1052,INLAND
Los Angeles County,1167,325,131500,33.4,2347,350,702500,-118.0177,34.1025,INLAND
Los Angeles County,1389,412,54235.44,31.7,2052,433,623100,-118.0264,34.0991,INLAND
Los Angeles County,671,301,98612.96,31.1,1876,333,608500,-118.0224,34.1051,INLAND
Los Angeles County,1541,446,111860.99,24.4,2959,501,1146000,-118.0348,34.109,INLAND
Los Angeles County,2209,724,104647.79,29.4,4184,746,1206900,-118.0515,34.1097,INLAND
Los Angeles County,598,217,102062.21,28,1757,248,1250000,-118.0409,34.1097,INLAND
Los Angeles County,1257,361,74896.12,31.6,3206,451,2000001,-118.0397,34.1261,INLAND
Los Angeles County,1097,431,127871.23,28.6,3817,469,1298100,-118.0383,34.1221,INLAND
Los Angeles County,1191,386,150997.41,24.7,2974,398,2000001,-118.0389,34.1181,INLAND
Los Angeles County,1167,338,127677.51,30.7,2721,385,1209100,-118.0495,34.1171,INLAND
Los Angeles County,1382,585,104653.85,24,3733,640,1143800,-118.0511,34.1228,INLAND
Los Angeles County,1410,470,105936.17,34.5,2664,523,829800,-118.0625,34.1171,INLAND
Los Angeles County,2268,859,113390.57,33.7,5319,901,833100,-118.0641,34.1218,INLAND
Los Angeles County,1671,546,66254.58,25.6,2785,684,682400,-118.0603,34.1237,INLAND
Los Angeles County,897,262,90515.27,31.1,1602,289,879200,-118.056,34.1121,INLAND
Los Angeles County,1092,368,83410.33,32,1823,422,699800,-118.06,34.1112,INLAND
Los Angeles County,1852,688,99418.6,31,3541,733,825900,-118.066,34.1093,INLAND
Los Angeles County,1590,355,104823.94,30.9,1852,355,855100,-118.0425,34.1033,INLAND
Los Angeles County,872,236,116313.56,32.5,1543,261,829500,-118.0482,34.1024,INLAND
Los Angeles County,1565,676,109289.94,32.3,3642,676,751600,-118.0556,34.1014,INLAND
Los Angeles County,1265,413,68468.52,37.4,1881,413,766400,-118.0567,34.1061,INLAND
Los Angeles County,941,322,45201.86,36.6,1530,340,813900,-118.065,34.1046,INLAND
Los Angeles County,1196,361,82998.61,30.4,2431,411,822100,-118.0646,34.1003,INLAND
Los Angeles County,1692,554,99774.37,34.5,3236,554,610400,-118.0384,34.0964,INLAND
Los Angeles County,1451,452,107311.95,28.4,2657,471,692800,-118.0441,34.0951,INLAND
Los Angeles County,1061,344,100537.79,32.6,2249,366,740400,-118.0449,34.0979,INLAND
Los Angeles County,1796,502,112808.76,28.4,3275,502,711500,-118.0518,34.0936,INLAND
Los Angeles County,1253,377,107022.55,31.8,2213,377,761000,-118.0568,34.0939,INLAND
Los Angeles County,982,244,101905.74,31.1,1650,265,726100,-118.0634,34.0953,INLAND
Los Angeles County,484,156,81602.56,38.1,1241,223,750000,-118.0654,34.0911,INLAND
Los Angeles County,1419,341,123511.73,23.2,2003,383,678500,-118.0594,34.0893,INLAND
Los Angeles County,1776,462,93051.95,33.9,2746,514,664400,-118.0835,34.0916,INLAND
Los Angeles County,3672,894,82410.51,32.4,4661,894,601400,-118.0835,34.0847,INLAND
Los Angeles County,1502,406,79802.96,30,2265,423,605800,-118.0657,34.0845,INLAND
Los Angeles County,813,261,63477.01,31.7,1376,293,583900,-118.0696,34.0852,INLAND
Los Angeles County,1870,518,83822.39,28.9,2879,518,610700,-118.0761,34.088,INLAND
Los Angeles County,1405,324,59737.65,35.2,1733,324,543400,-118.0424,34.0851,INLAND
Los Angeles County,1431,378,65158.73,32.9,2038,401,491400,-118.0385,34.0867,INLAND
Los Angeles County,1227,404,65804.46,29.6,1802,412,547800,-118.049,34.0884,INLAND
Los Angeles County,2738,658,62963.53,27.4,3209,682,614300,-118.0251,34.0923,INLAND
Los Angeles County,1232,351,76801.99,31.7,1641,360,550800,-118.0189,34.0877,INLAND
Los Angeles County,2717,629,64956.28,33.5,3444,702,477800,-118.0227,34.0821,INLAND
Los Angeles County,2147,480,74437.5,28,2024,529,582000,-118.0302,34.0885,INLAND
Los Angeles County,1715,437,60737.99,24.6,1865,458,459900,-118.0292,34.0832,INLAND
Los Angeles County,2600,793,80097.73,30.9,3679,793,440600,-118.0132,34.0926,INLAND
Los Angeles County,2235,614,63811.07,30,2590,614,479500,-118.0128,34.095,INLAND
Los Angeles County,2097,458,74803.49,35.6,1963,458,501900,-118.0019,34.0943,INLAND
Los Angeles County,1872,454,87819.38,28,2882,465,605800,-118.0064,34.0986,INLAND
Los Angeles County,1177,250,94900,26,1429,273,604200,-118.0177,34.0757,INLAND
Los Angeles County,2705,615,66199.19,30.6,2850,615,524000,-118.0154,34.0788,INLAND
Los Angeles County,1237,328,93902.44,32.4,2065,349,603300,-118.0129,34.0835,INLAND
Los Angeles County,2161,572,74903.85,29.6,3392,591,374300,-118.0115,34.0877,INLAND
Los Angeles County,1478,431,78230.86,27.4,2693,456,582500,-118.0051,34.0831,INLAND
Los Angeles County,1781,389,63476.86,32.2,1888,389,467100,-118.0095,34.0781,INLAND
Los Angeles County,1276,306,98905.23,25.8,1802,306,520300,-118.0032,34.0808,INLAND
Los Angeles County,3251,610,70680.33,32.2,2728,610,483700,-118.026,34.0761,INLAND
Los Angeles County,1198,335,49917.91,20.6,2090,428,526600,-118.0391,34.0734,INLAND
Los Angeles County,1709,477,72196.02,34.8,2691,477,447100,-118.0355,34.0783,INLAND
Los Angeles County,836,180,66194.44,35.9,933,191,513400,-118.0463,34.0795,INLAND
Los Angeles County,1837,561,65610.52,30.1,2348,647,465500,-118.0524,34.0759,INLAND
Los Angeles County,1656,433,58019.63,28.7,2112,433,353100,-118.0547,34.0768,INLAND
Los Angeles County,1863,386,56917.1,30.7,1810,404,475000,-118.0539,34.0824,INLAND
Los Angeles County,1975,549,84731.33,32.2,2546,595,601700,-118.0689,34.0792,INLAND
Los Angeles County,765,248,66411.29,29.3,1441,314,599000,-118.0729,34.0744,INLAND
Los Angeles County,1321,377,68720.16,35.2,2146,405,615900,-118.0758,34.0787,INLAND
Los Angeles County,1538,383,80319.84,35.4,2113,399,589700,-118.0618,34.0778,INLAND
Los Angeles County,1672,454,89779.74,37.3,2559,524,589700,-118.0585,34.0807,INLAND
Los Angeles County,2213,503,60511.93,25.3,2472,517,448400,-118.0599,34.0646,INLAND
Los Angeles County,2354,615,72581.3,27.9,2778,636,451700,-118.0571,34.0658,INLAND
Los Angeles County,1436,393,94866.41,35.3,2214,404,535600,-118.0605,34.0684,INLAND
Los Angeles County,973,391,44277.49,28.3,1485,435,481600,-118.0309,34.0708,INLAND
Los Angeles County,592,191,56636.13,30.8,755,191,575000,-118.0357,34.065,INLAND
Los Angeles County,1890,514,99075.88,38.5,3084,532,449100,-118.0386,34.0668,INLAND
Los Angeles County,2637,576,61501.74,33.2,2695,612,501200,-118.0436,34.0681,INLAND
Los Angeles County,1711,468,59594.02,25.8,1885,490,522700,-118.0133,34.0629,INLAND
Los Angeles County,1883,504,53263.89,27.5,2244,525,457100,-118.0173,34.0733,INLAND
Los Angeles County,2808,628,53017.52,28.2,2815,670,434400,-118.022,34.0701,INLAND
Los Angeles County,2755,683,55977.31,29.7,3046,683,408800,-118.0142,34.0676,INLAND
Los Angeles County,1862,636,50668.24,27.6,2470,636,373800,-118.012,34.0731,INLAND
Los Angeles County,2200,550,62272.73,25.4,3125,550,505900,-118.0075,34.0723,INLAND
Los Angeles County,1327,307,66229.64,26.1,1563,307,541700,-118.0111,34.0672,INLAND
Los Angeles County,1195,378,91812.17,23.5,2162,378,453500,-118.0055,34.0692,INLAND
