year,state_name,sector_name,fuel_name,value
1987,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.142316
1987,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.448454
1987,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.609444
1987,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.472577
1987,New Mexico,Transportation carbon dioxide emissions,All Fuels,12.082022
1987,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.003881
1988,New Mexico,Residential carbon dioxide emissions,Coal,0.001248
1988,New Mexico,Residential carbon dioxide emissions,Petroleum,0.2156
1988,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.585351
1988,New Mexico,Residential carbon dioxide emissions,All Fuels,1.8022
1988,New Mexico,Commercial carbon dioxide emissions,Coal,0.004513
1988,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.259407
1988,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.766732
1988,New Mexico,Commercial carbon dioxide emissions,All Fuels,2.030653
1988,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.726808
1988,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.111893
1988,New Mexico,Transportation carbon dioxide emissions,All Fuels,12.838701
1988,New Mexico,Electric Power carbon dioxide emissions,Coal,25.199992
1988,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.042234
1988,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.145868
1988,New Mexico,Electric Power carbon dioxide emissions,All Fuels,26.388094
1988,New Mexico,Industrial carbon dioxide emissions,Coal,0.105804
1988,New Mexico,Industrial carbon dioxide emissions,Petroleum,1.832929
1988,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.070575
1988,New Mexico,Industrial carbon dioxide emissions,All Fuels,5.009308
1988,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,48.068955
1988,New Mexico,Total carbon dioxide emissions from all sectors,Coal,25.311558
1988,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.076978
1988,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,9.680419
1989,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.870233
1989,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.555611
1989,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.917956
1989,New Mexico,Transportation carbon dioxide emissions,All Fuels,13.473567
1989,New Mexico,Electric Power carbon dioxide emissions,Coal,26.512556
1989,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.037676
1989,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.497709
1989,New Mexico,Electric Power carbon dioxide emissions,All Fuels,28.047941
1989,New Mexico,Industrial carbon dioxide emissions,Coal,0.085552
1989,New Mexico,Industrial carbon dioxide emissions,Petroleum,1.863373
1989,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.244736
1989,New Mexico,Industrial carbon dioxide emissions,All Fuels,5.19366
1989,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,50.358752
1989,New Mexico,Total carbon dioxide emissions from all sectors,Coal,26.615777
1989,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.016216
1989,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,10.726759
1989,New Mexico,Residential carbon dioxide emissions,Coal,0.003745
1989,New Mexico,Residential carbon dioxide emissions,Petroleum,0.28844
1989,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.481167
1989,New Mexico,Residential carbon dioxide emissions,All Fuels,1.773352
1989,New Mexico,Commercial carbon dioxide emissions,Coal,0.013924
1989,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.271116
1989,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.585192
1990,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.831799
1990,New Mexico,Industrial carbon dioxide emissions,Natural Gas,4.561182
1990,New Mexico,Total carbon dioxide emissions from all sectors,Coal,26.2188
1990,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.497225
1990,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,13.122958
1990,New Mexico,Residential carbon dioxide emissions,Coal,0.001825
1990,New Mexico,Residential carbon dioxide emissions,Petroleum,0.397321
1990,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.576444
1990,New Mexico,Residential carbon dioxide emissions,All Fuels,1.975589
1990,New Mexico,Commercial carbon dioxide emissions,Coal,0.007202
1990,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.329624
1990,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.327091
1990,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.663917
1990,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.551589
1990,New Mexico,Transportation carbon dioxide emissions,Natural Gas,4.26196
1990,New Mexico,Transportation carbon dioxide emissions,All Fuels,14.813548
1990,New Mexico,Electric Power carbon dioxide emissions,Coal,26.126777
1990,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.031071
1990,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.396282
1990,New Mexico,Electric Power carbon dioxide emissions,All Fuels,27.554129
1990,New Mexico,Industrial carbon dioxide emissions,Coal,0.082996
1990,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.187621
1990,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,52.838983
1991,New Mexico,Residential carbon dioxide emissions,Coal,0.002601
1991,New Mexico,Residential carbon dioxide emissions,Petroleum,0.315575
1991,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.643808
1991,New Mexico,Residential carbon dioxide emissions,All Fuels,1.961984
1991,New Mexico,Commercial carbon dioxide emissions,Coal,0.011751
1991,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.273695
1991,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.380163
1991,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.66561
1991,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.600951
1991,New Mexico,Transportation carbon dioxide emissions,Natural Gas,3.964319
1991,New Mexico,Transportation carbon dioxide emissions,All Fuels,14.56527
1991,New Mexico,Electric Power carbon dioxide emissions,Coal,22.212652
1991,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.029435
1991,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.517072
1991,New Mexico,Electric Power carbon dioxide emissions,All Fuels,23.759158
1991,New Mexico,Industrial carbon dioxide emissions,Coal,0.083758
1991,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.785272
1991,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.384672
1991,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.253703
1991,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,48.205725
1991,New Mexico,Total carbon dioxide emissions from all sectors,Coal,22.310762
1991,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,14.004928
1991,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.890034
1992,New Mexico,Transportation carbon dioxide emissions,Petroleum,11.250389
1992,New Mexico,Transportation carbon dioxide emissions,All Fuels,14.032544
1992,New Mexico,Electric Power carbon dioxide emissions,Coal,25.368786
1992,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.031445
1992,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.214484
1992,New Mexico,Electric Power carbon dioxide emissions,All Fuels,26.614715
1992,New Mexico,Industrial carbon dioxide emissions,Coal,0.092829
1992,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.719624
1992,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.738224
1992,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.550677
1992,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,50.929986
1992,New Mexico,Total carbon dioxide emissions from all sectors,Coal,25.478832
1992,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,14.438636
1992,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.012518
1992,New Mexico,Residential carbon dioxide emissions,Coal,0.003095
1992,New Mexico,Residential carbon dioxide emissions,Petroleum,0.258536
1992,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.7369
1992,New Mexico,Residential carbon dioxide emissions,All Fuels,1.998531
1992,New Mexico,Commercial carbon dioxide emissions,Coal,0.014122
1992,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.178642
1992,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.540755
1992,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.733519
1992,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.782155
1993,New Mexico,Residential carbon dioxide emissions,Coal,0.003357
1993,New Mexico,Residential carbon dioxide emissions,Petroleum,0.189722
1993,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.759787
1993,New Mexico,Residential carbon dioxide emissions,All Fuels,1.952866
1993,New Mexico,Commercial carbon dioxide emissions,Coal,0.015251
1993,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.175015
1993,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.541822
1993,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.732088
1993,New Mexico,Transportation carbon dioxide emissions,Petroleum,11.30303
1993,New Mexico,Transportation carbon dioxide emissions,Natural Gas,3.445558
1993,New Mexico,Transportation carbon dioxide emissions,All Fuels,14.748588
1993,New Mexico,Electric Power carbon dioxide emissions,Coal,25.505145
1993,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.030998
1993,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.497179
1993,New Mexico,Electric Power carbon dioxide emissions,All Fuels,27.033322
1993,New Mexico,Industrial carbon dioxide emissions,Coal,0.122978
1993,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.701368
1993,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.523008
1993,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.347354
1993,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,51.814218
1993,New Mexico,Total carbon dioxide emissions from all sectors,Coal,25.646732
1993,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,14.400133
1993,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.767353
1994,New Mexico,Residential carbon dioxide emissions,Coal,0.002487
1994,New Mexico,Residential carbon dioxide emissions,Petroleum,0.181931
1994,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.636144
1994,New Mexico,Residential carbon dioxide emissions,All Fuels,1.820563
1994,New Mexico,Commercial carbon dioxide emissions,Coal,0.014349
1994,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.129804
1994,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.323167
1994,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.46732
1994,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.931287
1994,New Mexico,Transportation carbon dioxide emissions,Natural Gas,3.138201
1994,New Mexico,Transportation carbon dioxide emissions,All Fuels,14.069487
1994,New Mexico,Electric Power carbon dioxide emissions,Coal,26.258693
1994,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.02012
1994,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.750826
1994,New Mexico,Electric Power carbon dioxide emissions,All Fuels,28.029639
1994,New Mexico,Industrial carbon dioxide emissions,Coal,0.14083
1994,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.49605
1994,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.72307
1994,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.35995
1994,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,51.74696
1994,New Mexico,Total carbon dioxide emissions from all sectors,Coal,26.41636
1994,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.759191
1994,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.571409
1995,New Mexico,Residential carbon dioxide emissions,Coal,0.001916
1995,New Mexico,Residential carbon dioxide emissions,Petroleum,0.201367
1995,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.557319
1995,New Mexico,Residential carbon dioxide emissions,All Fuels,1.760603
1995,New Mexico,Commercial carbon dioxide emissions,Coal,0.012839
1995,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.159135
1995,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.295538
1995,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.467511
1995,New Mexico,Transportation carbon dioxide emissions,Petroleum,9.61823
1995,New Mexico,Transportation carbon dioxide emissions,Natural Gas,3.078083
1995,New Mexico,Transportation carbon dioxide emissions,All Fuels,12.696312
1995,New Mexico,Electric Power carbon dioxide emissions,Coal,25.982986
1995,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.019085
1995,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.731027
1995,New Mexico,Electric Power carbon dioxide emissions,All Fuels,27.733098
1995,New Mexico,Industrial carbon dioxide emissions,Coal,0.158204
1995,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.753008
1995,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.80746
1995,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.718673
1995,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,50.376197
1995,New Mexico,Total carbon dioxide emissions from all sectors,Coal,26.155945
1995,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,12.750825
1995,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.469426
1996,New Mexico,Residential carbon dioxide emissions,Coal,0.001813
1996,New Mexico,Residential carbon dioxide emissions,Petroleum,0.199899
1996,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.849343
1996,New Mexico,Residential carbon dioxide emissions,All Fuels,2.051055
1996,New Mexico,Commercial carbon dioxide emissions,Coal,0.01298
1996,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.128973
1996,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.452851
1996,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.594804
1996,New Mexico,Transportation carbon dioxide emissions,Petroleum,11.262214
1996,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.485481
1996,New Mexico,Transportation carbon dioxide emissions,All Fuels,12.747695
1996,New Mexico,Electric Power carbon dioxide emissions,Coal,26.360865
1996,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.018639
1996,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.861652
1996,New Mexico,Electric Power carbon dioxide emissions,All Fuels,28.241156
1996,New Mexico,Industrial carbon dioxide emissions,Coal,0.153745
1996,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.215155
1996,New Mexico,Industrial carbon dioxide emissions,Natural Gas,5.489762
1996,New Mexico,Industrial carbon dioxide emissions,All Fuels,7.858663
1996,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,52.493373
1996,New Mexico,Total carbon dioxide emissions from all sectors,Coal,26.529403
1996,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.824881
1996,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,12.139089
1997,New Mexico,Residential carbon dioxide emissions,Coal,0.001614
1997,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,13.678875
1997,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.986654
1997,New Mexico,Residential carbon dioxide emissions,All Fuels,2.241168
1997,New Mexico,Commercial carbon dioxide emissions,Coal,0.012816
1997,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.139536
1997,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.486489
1997,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.63884
1997,New Mexico,Transportation carbon dioxide emissions,Petroleum,12.067407
1997,New Mexico,Transportation carbon dioxide emissions,Natural Gas,3.383954
1997,New Mexico,Transportation carbon dioxide emissions,All Fuels,15.451361
1997,New Mexico,Electric Power carbon dioxide emissions,Coal,27.236506
1997,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.0179
1997,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.137282
1997,New Mexico,Electric Power carbon dioxide emissions,All Fuels,29.391687
1997,New Mexico,Industrial carbon dioxide emissions,Coal,0.157109
1997,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.276745
1997,New Mexico,Industrial carbon dioxide emissions,Natural Gas,4.684497
1997,New Mexico,Industrial carbon dioxide emissions,All Fuels,7.118352
1997,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,55.841407
1997,New Mexico,Total carbon dioxide emissions from all sectors,Coal,27.408044
1997,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,14.754487
1997,New Mexico,Residential carbon dioxide emissions,Petroleum,0.2529
1998,New Mexico,Residential carbon dioxide emissions,Coal,0.002389
1998,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,12.597096
1998,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.860722
1998,New Mexico,Residential carbon dioxide emissions,All Fuels,2.23252
1998,New Mexico,Commercial carbon dioxide emissions,Coal,0.01892
1998,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.153781
1998,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.410999
1998,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.5837
1998,New Mexico,Transportation carbon dioxide emissions,Petroleum,12.720387
1998,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.723449
1998,New Mexico,Transportation carbon dioxide emissions,All Fuels,15.443837
1998,New Mexico,Electric Power carbon dioxide emissions,Coal,27.436274
1998,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.019377
1998,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.402211
1998,New Mexico,Electric Power carbon dioxide emissions,All Fuels,29.857862
1998,New Mexico,Industrial carbon dioxide emissions,Coal,0.148785
1998,New Mexico,Industrial carbon dioxide emissions,Petroleum,1.922055
1998,New Mexico,Industrial carbon dioxide emissions,Natural Gas,4.199715
1998,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.270555
1998,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,55.388473
1998,New Mexico,Total carbon dioxide emissions from all sectors,Coal,27.606367
1998,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,15.18501
1998,New Mexico,Residential carbon dioxide emissions,Petroleum,0.369409
1999,New Mexico,Residential carbon dioxide emissions,Coal,0.001714
1999,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,12.07783
1999,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.838044
1999,New Mexico,Residential carbon dioxide emissions,All Fuels,2.327958
1999,New Mexico,Commercial carbon dioxide emissions,Coal,0.012665
1999,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.25621
1999,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.401372
1999,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.670247
1999,New Mexico,Transportation carbon dioxide emissions,Petroleum,12.985927
1999,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.517071
1999,New Mexico,Transportation carbon dioxide emissions,All Fuels,15.502999
1999,New Mexico,Electric Power carbon dioxide emissions,Coal,28.208188
1999,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.031136
1999,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.271695
1999,New Mexico,Electric Power carbon dioxide emissions,All Fuels,30.511019
1999,New Mexico,Industrial carbon dioxide emissions,Coal,0.152117
1999,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.085361
1999,New Mexico,Industrial carbon dioxide emissions,Natural Gas,4.049647
1999,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.287125
1999,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,56.299347
1999,New Mexico,Total carbon dioxide emissions from all sectors,Coal,28.374683
1999,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,15.846834
1999,New Mexico,Residential carbon dioxide emissions,Petroleum,0.4882
2000,New Mexico,Residential carbon dioxide emissions,Coal,0.001621
2000,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,13.479984
2000,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.844356
2000,New Mexico,Residential carbon dioxide emissions,All Fuels,2.320057
2000,New Mexico,Commercial carbon dioxide emissions,Coal,0.01287
2000,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.236612
2000,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.386742
2000,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.636224
2000,New Mexico,Transportation carbon dioxide emissions,Petroleum,12.972083
2000,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.360385
2000,New Mexico,Transportation carbon dioxide emissions,All Fuels,15.332468
2000,New Mexico,Electric Power carbon dioxide emissions,Coal,28.907219
2000,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.029307
2000,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.467613
2000,New Mexico,Electric Power carbon dioxide emissions,All Fuels,31.404138
2000,New Mexico,Industrial carbon dioxide emissions,Coal,0.179888
2000,New Mexico,Industrial carbon dioxide emissions,Petroleum,1.967872
2000,New Mexico,Industrial carbon dioxide emissions,Natural Gas,5.420889
2000,New Mexico,Industrial carbon dioxide emissions,All Fuels,7.568649
2000,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,58.261536
2000,New Mexico,Total carbon dioxide emissions from all sectors,Coal,29.101598
2000,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,15.679954
2000,New Mexico,Residential carbon dioxide emissions,Petroleum,0.47408
2001,New Mexico,Residential carbon dioxide emissions,Coal,0.000953
2001,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,13.483254
2001,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.793402
2001,New Mexico,Residential carbon dioxide emissions,All Fuels,2.590487
2001,New Mexico,Commercial carbon dioxide emissions,Coal,0.008005
2001,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.359996
2001,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.400311
2001,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.768312
2001,New Mexico,Transportation carbon dioxide emissions,Petroleum,13.294805
2001,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.356951
2001,New Mexico,Transportation carbon dioxide emissions,All Fuels,15.651756
2001,New Mexico,Electric Power carbon dioxide emissions,Coal,28.133768
2001,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.030932
2001,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.550739
2001,New Mexico,Electric Power carbon dioxide emissions,All Fuels,30.715439
2001,New Mexico,Industrial carbon dioxide emissions,Coal,0.167221
2001,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.116013
2001,New Mexico,Industrial carbon dioxide emissions,Natural Gas,5.381851
2001,New Mexico,Industrial carbon dioxide emissions,All Fuels,7.665085
2001,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,58.39108
2001,New Mexico,Total carbon dioxide emissions from all sectors,Coal,28.309947
2001,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,16.59788
2001,New Mexico,Residential carbon dioxide emissions,Petroleum,0.796133
2002,New Mexico,Residential carbon dioxide emissions,Coal,0.001047
2002,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.956503
2002,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.728056
2002,New Mexico,Residential carbon dioxide emissions,All Fuels,2.36417
2002,New Mexico,Commercial carbon dioxide emissions,Coal,0.0079
2002,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.419806
2002,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.314161
2002,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.741867
2002,New Mexico,Transportation carbon dioxide emissions,Petroleum,13.270077
2002,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.154897
2002,New Mexico,Transportation carbon dioxide emissions,All Fuels,15.424973
2002,New Mexico,Electric Power carbon dioxide emissions,Coal,26.947511
2002,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.023516
2002,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.984479
2002,New Mexico,Electric Power carbon dioxide emissions,All Fuels,28.955506
2002,New Mexico,Industrial carbon dioxide emissions,Coal,0.169258
2002,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.048158
2002,New Mexico,Industrial carbon dioxide emissions,Natural Gas,4.774912
2002,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.992328
2002,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,55.478844
2002,New Mexico,Total carbon dioxide emissions from all sectors,Coal,27.125717
2002,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,16.396624
2002,New Mexico,Residential carbon dioxide emissions,Petroleum,0.635067
2003,New Mexico,Residential carbon dioxide emissions,Coal,0.000954
2003,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.70979
2003,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.714773
2003,New Mexico,Residential carbon dioxide emissions,All Fuels,2.207527
2003,New Mexico,Commercial carbon dioxide emissions,Coal,0.006299
2003,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.486291
2003,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.28775
2003,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.78034
2003,New Mexico,Transportation carbon dioxide emissions,Petroleum,13.628222
2003,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.598023
2003,New Mexico,Transportation carbon dioxide emissions,All Fuels,15.226244
2003,New Mexico,Electric Power carbon dioxide emissions,Coal,29.028622
2003,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.038092
2003,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.00739
2003,New Mexico,Electric Power carbon dioxide emissions,All Fuels,31.074104
2003,New Mexico,Industrial carbon dioxide emissions,Coal,0.187574
2003,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.309634
2003,New Mexico,Industrial carbon dioxide emissions,Natural Gas,5.101855
2003,New Mexico,Industrial carbon dioxide emissions,All Fuels,7.599063
2003,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,57.887279
2003,New Mexico,Total carbon dioxide emissions from all sectors,Coal,29.22345
2003,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,16.954039
2003,New Mexico,Residential carbon dioxide emissions,Petroleum,0.491799
2004,New Mexico,Residential carbon dioxide emissions,Coal,0.000759
2004,New Mexico,Residential carbon dioxide emissions,Petroleum,0.439634
2004,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.868497
2004,New Mexico,Residential carbon dioxide emissions,All Fuels,2.30889
2004,New Mexico,Commercial carbon dioxide emissions,Coal,0.00655
2004,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.321039
2004,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.385257
2004,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.712846
2004,New Mexico,Transportation carbon dioxide emissions,Petroleum,14.247603
2004,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.487391
2004,New Mexico,Transportation carbon dioxide emissions,All Fuels,15.734994
2004,New Mexico,Electric Power carbon dioxide emissions,Coal,29.392099
2004,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.022952
2004,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,1.670118
2004,New Mexico,Electric Power carbon dioxide emissions,All Fuels,31.085169
2004,New Mexico,Industrial carbon dioxide emissions,Coal,0.185306
2004,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.376235
2004,New Mexico,Industrial carbon dioxide emissions,Natural Gas,5.52749
2004,New Mexico,Industrial carbon dioxide emissions,All Fuels,8.089031
2004,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,58.930929
2004,New Mexico,Total carbon dioxide emissions from all sectors,Coal,29.584714
